recency,history_segment,history,mens,womens,zip_code,newbie,channel,visit,spend,y,treatment,uplift,p0,p1,group
3,2) $100 - $200,107.45,1,0,Surburban,1,Web,1,0.0,0,1,2.1654262420805373e-10,8.61360505472585e-08,8.635259317146656e-08,Lost Causes
6,1) $0 - $100,29.99,0,1,Urban,0,Web,0,0.0,0,0,-7.031336391111964e-11,1.6763042827352805e-08,1.6692729463441685e-08,Lost Causes
9,2) $100 - $200,173.32,1,0,Rural,0,Phone,0,0.0,0,0,-6.491618799071394e-10,1.6595776125936485e-08,1.5946614246029345e-08,Lost Causes
1,2) $100 - $200,136.77,0,1,Urban,1,Phone,0,0.0,0,0,2.3581500543071553e-10,1.7004413672002023e-08,1.724022867743274e-08,Lost Causes
10,3) $200 - $350,256.57,1,0,Surburban,0,Phone,0,0.0,0,1,3.659330108804756e-10,1.776124611677495e-08,1.8127179127655427e-08,Lost Causes
4,2) $100 - $200,166.81,0,1,Rural,0,Web,0,0.0,0,1,2.450472993608773e-10,1.6043767469639323e-08,1.62888147690002e-08,Lost Causes
7,2) $100 - $200,184.34,0,1,Surburban,1,Web,0,0.0,0,1,1.194720262984945e-09,1.5815446538019535e-08,1.701016680100448e-08,Takers
10,2) $100 - $200,182.36,1,0,Urban,0,Web,1,0.0,0,0,6.2230827898574245e-09,7.516413372707319e-08,8.138721651693062e-08,Takers
2,3) $200 - $350,331.34,0,1,Surburban,1,Web,0,0.0,0,1,6.205394901818358e-10,1.7204934907410587e-08,1.7825474397592423e-08,Lost Causes
7,3) $200 - $350,227.25,1,0,Surburban,0,Web,0,0.0,0,0,2.515287462297065e-10,1.613818867157287e-08,1.6389717417802577e-08,Lost Causes
3,3) $200 - $350,230.7,1,0,Urban,1,Web,0,0.0,0,0,6.071499333366193e-10,1.6828300176514996e-08,1.7435450109851615e-08,Lost Causes
11,2) $100 - $200,124.93,1,0,Urban,0,Web,1,0.0,0,0,4.3087107573819967e-10,7.144203087130752e-08,7.187290194704572e-08,Lost Causes
8,4) $350 - $500,445.93,1,0,Rural,1,Phone,0,0.0,0,1,4.5975824713832435e-10,1.7893544352167383e-08,1.8353302599305707e-08,Lost Causes
9,1) $0 - $100,53.95,1,0,Surburban,0,Phone,0,0.0,0,1,-6.620237775750779e-10,1.5852172434795892e-08,1.5190148657220815e-08,Lost Causes
10,1) $0 - $100,78.86,1,0,Rural,1,Phone,0,0.0,0,1,7.650042927891492e-10,1.4870410099016165e-08,1.5635414391805314e-08,Lost Causes
4,4) $350 - $500,472.0,1,0,Surburban,0,Phone,1,0.0,0,1,4.535867530032272e-09,1.4534069604915156e-07,1.4987656357918383e-07,Takers
1,4) $350 - $500,358.93,0,1,Urban,0,Web,1,0.0,0,1,-2.5949391065817536e-09,2.0395409780510895e-07,2.013591586985272e-07,Lost Causes
1,2) $100 - $200,127.03,1,0,Surburban,0,Web,0,0.0,0,1,6.533885320347587e-11,1.641246335578322e-08,1.6477802208986696e-08,Lost Causes
5,3) $200 - $350,201.22,1,0,Urban,0,Phone,0,0.0,0,1,1.2857820609560832e-10,1.560840466736825e-08,1.5736982873463857e-08,Lost Causes
3,1) $0 - $100,34.37,1,0,Surburban,1,Web,0,0.0,0,1,2.3948309183851644e-10,1.5533400358709777e-08,1.5772883450548293e-08,Lost Causes
10,1) $0 - $100,29.99,1,0,Surburban,0,Phone,0,0.0,0,0,-6.696670726023026e-10,1.603465762207787e-08,1.5364990549475566e-08,Lost Causes
6,2) $100 - $200,187.12,0,1,Urban,1,Phone,0,0.0,0,1,8.610814657406752e-10,1.5884940311660992e-08,1.6746021777401667e-08,Lost Causes
6,2) $100 - $200,159.83,0,1,Urban,1,Web,1,195.7,1,1,8.798131049259084e-07,0.9999939744736277,0.9999948542867326,Takers
8,1) $0 - $100,29.99,0,1,Surburban,1,Web,0,0.0,0,1,8.857019366622542e-10,1.5526009208387855e-08,1.641171114505011e-08,Lost Causes
8,1) $0 - $100,36.5,0,1,Urban,0,Phone,0,0.0,0,0,7.346746184310351e-10,1.6178779749937813e-08,1.6913454368368848e-08,Lost Causes
11,1) $0 - $100,82.54,0,1,Urban,1,Web,1,0.0,0,1,1.0448306792579965e-08,1.365615463732444e-07,1.4700985316582437e-07,Takers
3,4) $350 - $500,475.8,1,1,Surburban,0,Phone,0,0.0,0,1,-4.934212536661961e-10,1.9215820282111196e-08,1.8722399028445e-08,Lost Causes
1,4) $350 - $500,397.63,0,1,Surburban,0,Web,0,0.0,0,1,-3.96621911594912e-13,1.9326624781785266e-08,1.932622815987367e-08,Lost Causes
11,4) $350 - $500,415.93,1,0,Surburban,0,Multichannel,0,0.0,0,0,4.134212615266671e-11,1.6880377659645212e-08,1.692171978579788e-08,Lost Causes
8,1) $0 - $100,67.21,0,1,Urban,0,Web,1,0.0,0,0,-2.568393539925501e-08,1.328114047937775e-07,1.0712746939452248e-07,Lost Causes
10,1) $0 - $100,42.91,0,1,Surburban,1,Web,0,0.0,0,1,1.537747063888005e-09,1.5642721946325316e-08,1.718046901021332e-08,Takers
8,1) $0 - $100,29.99,1,0,Surburban,0,Phone,0,0.0,0,0,-6.759049502215529e-10,1.618401875622672e-08,1.5508113806005168e-08,Lost Causes
7,1) $0 - $100,35.61,0,1,Surburban,1,Web,0,0.0,0,1,1.2754367375048041e-09,1.5905040845333778e-08,1.7180477582838582e-08,Takers
4,1) $0 - $100,29.99,0,1,Surburban,1,Phone,0,0.0,0,0,1.676610605697078e-10,1.6027421112184108e-08,1.6195082172753816e-08,Lost Causes
10,2) $100 - $200,119.32,1,0,Rural,0,Phone,0,0.0,0,1,-2.937479858415977e-10,1.5922325375944688e-08,1.562857739010309e-08,Lost Causes
10,1) $0 - $100,35.27,0,1,Urban,1,Phone,0,0.0,0,1,1.4999161878373844e-09,1.5257688871828735e-08,1.675760505966612e-08,Takers
9,1) $0 - $100,29.99,1,0,Surburban,1,Phone,0,0.0,0,0,7.520941177556081e-10,1.4619621100977613e-08,1.537171521873322e-08,Lost Causes
1,5) $500 - $750,549.59,1,0,Urban,1,Phone,0,0.0,0,1,-3.5528505189583633e-13,1.8731283297043726e-08,1.873092801199183e-08,Lost Causes
5,2) $100 - $200,171.04,1,0,Urban,1,Phone,0,0.0,0,1,7.699581072177906e-10,1.535045146898273e-08,1.612040957620052e-08,Lost Causes
6,5) $500 - $750,533.04,1,0,Urban,1,Web,1,0.0,0,0,1.421705103499829e-08,1.3205113488016968e-07,1.4626818591516797e-07,Takers
8,2) $100 - $200,199.73,0,1,Urban,0,Web,0,0.0,0,1,7.356951300830645e-10,1.6734563416933294e-08,1.747025854701636e-08,Lost Causes
8,3) $200 - $350,317.17,0,1,Urban,0,Web,0,0.0,0,1,9.726402910804794e-10,1.6653648688072532e-08,1.7626288979153012e-08,Takers
4,3) $200 - $350,310.33,1,1,Urban,0,Multichannel,0,0.0,0,0,5.347292556726641e-10,1.859817133158565e-08,1.9132900587258313e-08,Lost Causes
1,2) $100 - $200,118.95,1,0,Urban,0,Web,0,0.0,0,1,6.789841749149676e-11,1.709994050212953e-08,1.7167838919621027e-08,Lost Causes
2,2) $100 - $200,118.72,1,0,Surburban,0,Web,0,0.0,0,0,6.396934832886928e-11,1.6075836592658453e-08,1.6139805940987322e-08,Lost Causes
6,5) $500 - $750,645.45,0,1,Surburban,1,Web,0,0.0,0,1,6.601554475291566e-10,1.6594749177956166e-08,1.7254904625485323e-08,Lost Causes
1,2) $100 - $200,179.23,1,0,Rural,1,Phone,0,0.0,0,0,2.5163063546390887e-10,1.6317439749267244e-08,1.6569070384731153e-08,Lost Causes
4,1) $0 - $100,80.5,1,0,Surburban,1,Web,0,0.0,0,0,2.3781802233961065e-10,1.543067075880745e-08,1.566848878114706e-08,Lost Causes
8,1) $0 - $100,78.72,0,1,Surburban,0,Web,0,0.0,0,1,-4.708504034343116e-10,1.6485491762887843e-08,1.6014641359453532e-08,Lost Causes
8,3) $200 - $350,339.85,0,1,Rural,0,Phone,0,0.0,0,1,5.04104348015387e-10,1.7504907623609184e-08,1.800901197162457e-08,Lost Causes
1,5) $500 - $750,693.07,1,1,Urban,1,Phone,0,0.0,0,1,-7.481288848676481e-13,1.986356258449196e-08,1.9862814455607092e-08,Lost Causes
2,2) $100 - $200,179.65,0,1,Surburban,0,Phone,0,0.0,0,0,5.80504404189178e-10,1.599895892965577e-08,1.6579463333844948e-08,Lost Causes
5,1) $0 - $100,29.99,0,1,Urban,0,Web,0,0.0,0,0,-7.030381797882441e-11,1.676303327204708e-08,1.6692729454068256e-08,Lost Causes
6,4) $350 - $500,441.14,0,1,Urban,0,Multichannel,1,0.0,0,1,9.28337158833896e-09,1.4165940812611707e-07,1.5094277971445603e-07,Takers
10,1) $0 - $100,58.63,1,0,Surburban,1,Web,1,0.0,0,1,1.174548233513366e-08,9.84223883262308e-08,1.1016787066136447e-07,Takers
9,2) $100 - $200,166.06,0,1,Urban,0,Phone,0,0.0,0,1,6.303811123572665e-10,1.4839199217406878e-08,1.5469580329764145e-08,Lost Causes
2,5) $500 - $750,558.86,1,0,Surburban,1,Phone,0,0.0,0,1,6.529269731388804e-10,1.8105317896977197e-08,1.8758244870116077e-08,Lost Causes
3,2) $100 - $200,100.21,1,0,Surburban,0,Phone,0,0.0,0,1,6.260099060971383e-11,1.5728606124205277e-08,1.579120711481499e-08,Lost Causes
1,1) $0 - $100,29.99,0,1,Urban,0,Web,1,0.0,0,1,5.9917743236067065e-09,1.2338929285201355e-07,1.2938106717562025e-07,Takers
4,1) $0 - $100,64.84,0,1,Urban,1,Phone,0,0.0,0,1,2.266460197817851e-10,1.6356463977990444e-08,1.658310999777223e-08,Lost Causes
9,5) $500 - $750,736.03,1,0,Urban,1,Phone,0,0.0,0,1,1.6007129888034785e-09,1.6460326980797182e-08,1.806103996960066e-08,Takers
2,1) $0 - $100,29.99,0,1,Urban,0,Web,1,0.0,0,0,3.0764303886887473e-09,1.2027000507810938e-07,1.2334643546679812e-07,Takers
6,4) $350 - $500,420.32,1,1,Urban,0,Multichannel,1,0.0,0,1,9.087232069046925e-09,1.3704323403782714e-07,1.4613046610687406e-07,Takers
9,3) $200 - $350,248.67,0,1,Surburban,1,Web,0,0.0,0,1,1.2147274464420824e-09,1.61917966940072e-08,1.740652414044928e-08,Takers
1,3) $200 - $350,241.49,1,0,Urban,0,Phone,0,0.0,0,1,-2.8306858474499815e-13,2.01028167625085e-08,2.0102533693923756e-08,Lost Causes
2,3) $200 - $350,308.24,0,1,Surburban,1,Multichannel,0,0.0,0,1,-3.8105659637458657e-10,1.866965689722002e-08,1.8288600300845434e-08,Lost Causes
3,5) $500 - $750,573.35,1,0,Surburban,1,Multichannel,0,0.0,0,1,6.362078127815848e-10,1.7640644138071877e-08,1.8276851950853462e-08,Lost Causes
9,1) $0 - $100,29.99,0,1,Urban,1,Phone,0,0.0,0,1,1.1327682406820857e-09,1.514930411995523e-08,1.6282072360637317e-08,Takers
6,1) $0 - $100,29.99,1,0,Surburban,0,Phone,0,0.0,0,1,-3.5972704185868105e-10,1.5867848590742378e-08,1.5508121548883697e-08,Lost Causes
2,1) $0 - $100,48.77,1,0,Urban,0,Web,0,0.0,0,1,6.840928730075013e-11,1.7231031084004132e-08,1.7299440371304883e-08,Lost Causes
9,5) $500 - $750,661.09,0,1,Surburban,1,Phone,0,0.0,0,1,1.5088621632374495e-09,1.646030186905392e-08,1.796916403229137e-08,Takers
10,1) $0 - $100,29.99,1,0,Urban,0,Phone,0,0.0,0,1,-6.860783116807469e-10,1.6425745296045187e-08,1.573966698436444e-08,Lost Causes
1,3) $200 - $350,279.61,1,1,Urban,0,Web,0,0.0,0,0,-5.208502927307157e-13,2.0256059786173582e-08,2.025553893588085e-08,Lost Causes
10,1) $0 - $100,38.07,1,0,Urban,1,Web,0,0.0,0,0,7.753366044482102e-10,1.507186573852684e-08,1.584720234297505e-08,Lost Causes
1,3) $200 - $350,311.47,1,0,Urban,0,Multichannel,0,0.0,0,1,-2.8132827054385827e-13,2.011810390695301e-08,2.0117822578682465e-08,Lost Causes
5,1) $0 - $100,29.99,1,0,Urban,0,Phone,0,0.0,0,0,-3.685700759976755e-10,1.625485831083738e-08,1.5886288234839706e-08,Lost Causes
9,1) $0 - $100,29.99,0,1,Surburban,0,Web,0,0.0,0,1,-6.912603310441261e-11,1.6480640054058342e-08,1.641151402095393e-08,Lost Causes
9,3) $200 - $350,279.77,0,1,Surburban,1,Phone,0,0.0,0,0,1.9141942125950843e-09,1.7177895992038668e-08,1.9092090204633752e-08,Takers
9,1) $0 - $100,29.99,1,0,Surburban,0,Phone,0,0.0,0,0,-6.696670823291061e-10,1.6034657854978647e-08,1.536499077264954e-08,Lost Causes
10,1) $0 - $100,92.16,1,0,Urban,1,Phone,0,0.0,0,0,7.576612633612644e-10,1.4728247471246007e-08,1.548590873460727e-08,Lost Causes
1,5) $500 - $750,643.54,1,1,Surburban,1,Phone,0,0.0,0,1,-7.127452766677373e-13,1.9526051721076414e-08,1.9525338975799746e-08,Lost Causes
1,1) $0 - $100,37.35,1,0,Urban,1,Phone,0,0.0,0,0,2.5292887624890947e-10,1.640717801167451e-08,1.666010688792342e-08,Lost Causes
9,1) $0 - $100,51.68,0,1,Urban,1,Web,0,0.0,0,1,1.024102936113959e-09,1.5096157322390777e-08,1.6120260258504736e-08,Takers
9,1) $0 - $100,95.97,1,0,Surburban,0,Phone,1,0.0,0,0,-1.3686106342683797e-08,9.420244480277527e-08,8.051633846009148e-08,Lost Causes
2,5) $500 - $750,689.14,1,1,Surburban,1,Multichannel,1,0.0,0,1,1.1167210757142533e-09,1.5174137915482667e-07,1.5285810023054092e-07,Takers
8,1) $0 - $100,88.12,0,1,Surburban,0,Phone,0,0.0,0,1,-3.193809042368208e-11,1.5797874868992802e-08,1.576593677856912e-08,Lost Causes
1,2) $100 - $200,177.92,1,0,Rural,0,Web,0,0.0,0,1,6.623154401624386e-11,1.6635518276045502e-08,1.6701749820061746e-08,Lost Causes
11,2) $100 - $200,107.9,0,1,Urban,1,Web,0,0.0,0,1,1.086644080201403e-09,1.4830078733742381e-08,1.5916722813943784e-08,Takers
10,3) $200 - $350,300.37,0,1,Surburban,0,Multichannel,0,0.0,0,0,1.1110463197018365e-09,1.7458835967337627e-08,1.8569882287039464e-08,Takers
3,1) $0 - $100,36.04,0,1,Surburban,0,Web,0,0.0,0,1,2.8651181842356324e-10,1.66093996064934e-08,1.6895911424916963e-08,Lost Causes
3,1) $0 - $100,30.42,1,0,Rural,1,Phone,0,0.0,0,1,2.676249890480649e-10,1.735729182787846e-08,1.7624916816926525e-08,Lost Causes
1,4) $350 - $500,429.44,0,1,Rural,0,Phone,0,0.0,0,1,-2.1565147546861543e-13,1.9852099088374263e-08,1.9851883436898794e-08,Lost Causes
10,4) $350 - $500,412.56,1,0,Urban,0,Multichannel,0,0.0,0,1,4.250068072825719e-11,1.7353383962958783e-08,1.739588464368704e-08,Lost Causes
1,2) $100 - $200,132.46,1,0,Rural,1,Phone,0,0.0,0,1,2.659207722339838e-10,1.7245089825694495e-08,1.751101059792848e-08,Lost Causes
2,1) $0 - $100,53.31,1,0,Surburban,0,Phone,0,0.0,0,0,6.562886167983363e-11,1.6484549939575688e-08,1.655017880125552e-08,Lost Causes
10,1) $0 - $100,39.47,1,0,Urban,1,Phone,0,0.0,0,1,7.759253113945759e-10,1.5083362231117995e-08,1.585928754251257e-08,Lost Causes
10,2) $100 - $200,123.42,1,0,Surburban,0,Phone,0,0.0,0,1,-2.888586664351744e-10,1.565838951778854e-08,1.5369530851353365e-08,Lost Causes
6,1) $0 - $100,29.99,1,0,Urban,1,Phone,0,0.0,0,1,2.1307458326183548e-10,1.5680240806664458e-08,1.5893315389926293e-08,Lost Causes
9,1) $0 - $100,29.99,0,1,Urban,1,Phone,0,0.0,0,1,1.1327682406820857e-09,1.514930411995523e-08,1.6282072360637317e-08,Takers
1,5) $500 - $750,552.91,1,0,Rural,1,Multichannel,1,0.0,0,1,5.469872988119646e-09,1.7134424739004544e-07,1.7681412037816508e-07,Takers
10,1) $0 - $100,54.74,0,1,Surburban,1,Phone,0,0.0,0,1,7.137397115450462e-10,1.4724579201142809e-08,1.5438318912687855e-08,Lost Causes
2,2) $100 - $200,118.51,1,0,Surburban,1,Phone,0,0.0,0,1,2.471192115936878e-10,1.6029307089089396e-08,1.6276426300683084e-08,Lost Causes
4,3) $200 - $350,245.41,0,1,Surburban,1,Web,0,0.0,0,1,6.139225694691274e-10,1.702419793351551e-08,1.763812050298464e-08,Lost Causes
9,1) $0 - $100,52.83,0,1,Urban,1,Web,0,0.0,0,1,7.317286598208936e-10,1.5096157322390777e-08,1.582788598221167e-08,Lost Causes
1,2) $100 - $200,153.77,1,0,Surburban,1,Phone,0,0.0,0,1,2.431050603247746e-10,1.576705994613321e-08,1.6010165006457983e-08,Lost Causes
10,3) $200 - $350,215.25,0,1,Urban,1,Phone,0,0.0,0,1,6.094566071375883e-10,1.6215526371878095e-08,1.6824982979015683e-08,Lost Causes
9,1) $0 - $100,29.99,0,1,Surburban,0,Web,0,0.0,0,0,-6.912603310441261e-11,1.6480640054058342e-08,1.641151402095393e-08,Lost Causes
1,3) $200 - $350,245.94,1,1,Surburban,1,Web,0,0.0,0,0,-6.348926773295893e-13,2.0076646703739237e-08,2.0076011811061907e-08,Lost Causes
4,2) $100 - $200,151.47,1,0,Urban,1,Web,0,0.0,0,1,2.3630710206147956e-10,1.5335324484576043e-08,1.5571631586637523e-08,Lost Causes
5,1) $0 - $100,43.11,0,1,Urban,1,Web,0,0.0,0,1,9.535547619426146e-10,1.622691545227358e-08,1.7180470214216194e-08,Takers
7,2) $100 - $200,170.52,0,1,Surburban,1,Web,0,0.0,0,1,1.1792642961894073e-09,1.5610843813661516e-08,1.6790108109850924e-08,Takers
9,2) $100 - $200,197.22,1,0,Surburban,1,Phone,0,0.0,0,0,1.342188909110308e-09,1.5016749803688664e-08,1.6358938712798972e-08,Takers
2,2) $100 - $200,180.09,1,0,Surburban,1,Web,0,0.0,0,1,8.186923395038813e-10,1.572770455363016e-08,1.654639689313404e-08,Lost Causes
3,2) $100 - $200,121.22,1,0,Surburban,1,Phone,0,0.0,0,1,2.4437903725515313e-10,1.5850966305884485e-08,1.6095345343139638e-08,Lost Causes
1,3) $200 - $350,254.86,1,0,Surburban,0,Web,0,0.0,0,1,-3.1864045303192774e-13,2.036238142790143e-08,2.03620627874484e-08,Lost Causes
6,"6) $750 - $1,000",869.93,1,0,Urban,1,Web,0,0.0,0,1,1.040478340435265e-09,1.6594771738084457e-08,1.763525007851972e-08,Takers
1,"6) $750 - $1,000",855.49,0,1,Surburban,1,Phone,1,0.0,0,1,3.6585685225822057e-09,1.352856253300265e-07,1.3894419385260872e-07,Takers
1,3) $200 - $350,253.69,1,1,Surburban,1,Multichannel,0,0.0,0,1,-6.279324299831621e-13,2.007649893314744e-08,2.0075871000717456e-08,Lost Causes
10,1) $0 - $100,48.26,1,0,Urban,1,Phone,0,0.0,0,1,7.488141799311683e-10,1.455634369388258e-08,1.5305157873813748e-08,Lost Causes
3,4) $350 - $500,409.94,1,0,Urban,0,Phone,0,0.0,0,0,-4.932675548177265e-10,1.9220971915927816e-08,1.872770436111009e-08,Lost Causes
4,3) $200 - $350,306.39,1,0,Urban,0,Phone,1,0.0,0,1,1.4848942310541288e-08,1.41646843831004e-07,1.5649578614154529e-07,Takers
1,1) $0 - $100,35.64,0,1,Surburban,0,Phone,0,0.0,0,1,7.340188824387103e-10,1.629489038990763e-08,1.702890927234634e-08,Lost Causes
12,1) $0 - $100,58.26,1,0,Surburban,1,Phone,0,0.0,0,1,7.626855526343186e-10,1.4825503268646429e-08,1.5588188821280748e-08,Lost Causes
11,2) $100 - $200,189.48,1,0,Urban,0,Web,0,0.0,0,0,-6.532089716696759e-10,1.6699798361779275e-08,1.60465893901096e-08,Lost Causes
1,2) $100 - $200,146.42,1,0,Rural,1,Phone,0,0.0,0,0,2.5778021827026655e-10,1.671717098152569e-08,1.6974951199795957e-08,Lost Causes
4,1) $0 - $100,29.99,1,0,Surburban,0,Web,0,0.0,0,1,6.218336842705507e-11,1.5631006163980044e-08,1.56931895324071e-08,Lost Causes
12,3) $200 - $350,201.08,1,0,Urban,0,Multichannel,0,0.0,0,1,-6.371154134556822e-10,1.6288079532953205e-08,1.5650964119497523e-08,Lost Causes
1,2) $100 - $200,184.61,1,0,Urban,1,Web,0,0.0,0,1,2.5437880856420303e-10,1.6500669693449595e-08,1.67550485020138e-08,Lost Causes
1,1) $0 - $100,29.99,0,1,Urban,1,Phone,0,0.0,0,1,1.727064482470827e-10,1.6491491858843276e-08,1.666419830709036e-08,Lost Causes
5,1) $0 - $100,91.3,0,1,Surburban,1,Web,0,0.0,0,1,1.6993991676078015e-10,1.5844878495195983e-08,1.6014818411956763e-08,Lost Causes
5,1) $0 - $100,29.99,0,1,Rural,0,Phone,0,0.0,0,1,3.6685905710462266e-10,1.594106962327634e-08,1.630792868038096e-08,Lost Causes
9,2) $100 - $200,175.74,0,1,Surburban,1,Phone,0,0.0,0,1,1.6772235578049322e-09,1.4975449748807275e-08,1.6652673306612208e-08,Takers
2,5) $500 - $750,575.28,1,1,Surburban,1,Multichannel,0,0.0,0,1,-4.0299701517253e-10,1.9722647433431604e-08,1.9319650418259074e-08,Lost Causes
12,1) $0 - $100,35.19,0,1,Surburban,0,Web,0,0.0,0,1,2.972857809885881e-10,1.688297683120597e-08,1.7180262612194558e-08,Lost Causes
10,2) $100 - $200,158.37,1,0,Urban,0,Web,1,0.0,0,0,1.1611139341342616e-08,6.827669046827372e-08,7.988782980961633e-08,Takers
6,3) $200 - $350,263.02,0,1,Urban,1,Web,0,0.0,0,1,6.580472388521441e-10,1.654222830576414e-08,1.7200275544616285e-08,Lost Causes
2,1) $0 - $100,29.99,1,0,Surburban,0,Web,0,0.0,0,0,6.287586851906474e-11,1.5797108586458667e-08,1.585998445497773e-08,Lost Causes
1,3) $200 - $350,260.35,1,0,Urban,1,Web,0,0.0,0,0,-2.8162415395886716e-13,1.8932251542672477e-08,1.8931969918518518e-08,Lost Causes
6,2) $100 - $200,124.49,0,1,Rural,0,Web,0,0.0,0,0,4.965245057193683e-10,1.576499156200813e-08,1.62615160677275e-08,Lost Causes
2,2) $100 - $200,134.32,1,0,Surburban,1,Web,0,0.0,0,1,2.450607143615439e-10,1.5894849911290524e-08,1.6139910625652067e-08,Lost Causes
8,3) $200 - $350,205.67,0,1,Urban,0,Phone,0,0.0,0,0,1.1344998362285315e-09,1.5651911735736237e-08,1.678641157196477e-08,Takers
1,2) $100 - $200,147.82,0,1,Urban,0,Phone,1,0.0,0,0,1.643999082102726e-09,1.2598891720200528e-07,1.27632916284108e-07,Takers
3,4) $350 - $500,405.09,1,0,Urban,1,Web,0,0.0,0,1,6.214426188179039e-10,1.723073818360922e-08,1.7852180802427125e-08,Lost Causes
11,1) $0 - $100,39.05,1,0,Surburban,1,Web,0,0.0,0,1,7.754996494739826e-10,1.5074540820056893e-08,1.5850040469530876e-08,Lost Causes
1,5) $500 - $750,679.02,1,0,Surburban,1,Web,0,0.0,0,1,-3.2960427503072097e-13,1.8958285228502892e-08,1.895795562422786e-08,Lost Causes
8,1) $0 - $100,97.22,0,1,Surburban,1,Web,0,0.0,0,1,5.915312037782524e-10,1.5530579923514824e-08,1.6122111127293077e-08,Lost Causes
12,1) $0 - $100,29.99,0,1,Urban,0,Web,0,0.0,0,0,-7.032196416318417e-11,1.6763043146353817e-08,1.6692721182190632e-08,Lost Causes
1,"6) $750 - $1,000",820.97,1,0,Urban,1,Web,0,0.0,0,1,-2.7805612802211034e-13,1.9426895913341815e-08,1.9426617857213793e-08,Lost Causes
12,2) $100 - $200,150.06,0,1,Surburban,0,Phone,0,0.0,0,0,6.466270038330219e-10,1.5221404909470483e-08,1.5868031913303505e-08,Lost Causes
9,2) $100 - $200,146.49,0,1,Rural,0,Web,0,0.0,0,0,4.919257285108608e-10,1.561898326903461e-08,1.6110908997545472e-08,Lost Causes
10,2) $100 - $200,138.67,0,1,Surburban,0,Web,0,0.0,0,0,2.3281801008331948e-10,1.577544417499418e-08,1.60082621850775e-08,Lost Causes
2,3) $200 - $350,303.09,1,0,Urban,0,Phone,0,0.0,0,1,1.906424841960742e-10,1.9212342967419305e-08,1.940298545161538e-08,Lost Causes
3,2) $100 - $200,188.58,1,0,Urban,0,Phone,0,0.0,0,1,-3.7465260722381476e-10,1.7195733790670867e-08,1.6821081183447052e-08,Lost Causes
3,5) $500 - $750,542.31,1,0,Rural,1,Phone,1,0.0,0,1,-8.183804645352913e-10,1.7432739745368486e-07,1.7350901698914957e-07,Lost Causes
2,2) $100 - $200,178.53,1,0,Urban,1,Web,0,0.0,0,1,8.24365169374639e-10,1.583726861701282e-08,1.666163378638746e-08,Lost Causes
3,1) $0 - $100,58.79,1,0,Urban,1,Phone,0,0.0,0,1,2.5562544856649235e-10,1.6583376272401744e-08,1.6839001720968236e-08,Lost Causes
9,3) $200 - $350,309.76,0,1,Urban,0,Phone,0,0.0,0,0,1.2499966837727664e-09,1.6714628878269122e-08,1.7964625562041888e-08,Takers
5,5) $500 - $750,630.33,1,1,Rural,1,Web,1,116.45,1,0,-5.047443085715031e-08,0.9999953331766941,0.9999952827022632,Sure Things
9,5) $500 - $750,519.19,1,0,Rural,1,Multichannel,0,0.0,0,0,7.548381436729316e-10,1.759851571464652e-08,1.8353353858319452e-08,Lost Causes
7,1) $0 - $100,79.36,0,1,Rural,1,Phone,0,0.0,0,1,7.437092578626998e-10,1.5432533830730164e-08,1.6176243088592863e-08,Lost Causes
12,1) $0 - $100,85.87,0,1,Surburban,1,Web,0,0.0,0,1,7.403736567190619e-10,1.5274436920789134e-08,1.6014810577508195e-08,Lost Causes
5,2) $100 - $200,129.45,0,1,Surburban,0,Phone,0,0.0,0,0,6.422102868927401e-10,1.5117436721350413e-08,1.5759647008243153e-08,Lost Causes
2,3) $200 - $350,277.65,0,1,Urban,0,Multichannel,0,0.0,0,1,1.7977374804947053e-10,1.8108771357874332e-08,1.8288545105923802e-08,Lost Causes
4,1) $0 - $100,82.94,0,1,Urban,1,Phone,0,0.0,0,0,2.2483148302908072e-10,1.6225513496048827e-08,1.6450344979077908e-08,Lost Causes
7,2) $100 - $200,185.2,1,0,Surburban,1,Web,0,0.0,0,0,1.0855672150107257e-09,1.5201320933856522e-08,1.6286888148867248e-08,Takers
8,1) $0 - $100,29.99,1,0,Urban,0,Web,0,0.0,0,1,-6.855590262783621e-10,1.6413216804321508e-08,1.5727657778043146e-08,Lost Causes
9,1) $0 - $100,31.66,1,0,Urban,0,Web,0,0.0,0,1,-6.855590279786517e-10,1.6413216845026057e-08,1.5727657817047405e-08,Lost Causes
2,2) $100 - $200,131.85,0,1,Urban,0,Phone,0,0.0,0,0,4.3295703192134403e-10,1.659622344829275e-08,1.7029180480214094e-08,Lost Causes
8,5) $500 - $750,504.01,0,1,Surburban,1,Multichannel,0,0.0,0,1,9.47969969114353e-10,1.6965087254276245e-08,1.7913057223390598e-08,Takers
9,3) $200 - $350,217.26,1,1,Surburban,0,Web,1,0.0,0,1,2.646367567671224e-08,6.19282886930873e-08,8.839196436979954e-08,Takers
6,4) $350 - $500,444.83,1,1,Rural,0,Web,0,0.0,0,0,5.270110883589687e-10,1.8298580062866923e-08,1.8825591151225892e-08,Lost Causes
10,1) $0 - $100,49.16,0,1,Rural,1,Web,0,0.0,0,0,1.0234483703815732e-09,1.508614551237333e-08,1.6109593882754903e-08,Takers
2,2) $100 - $200,106.47,0,1,Surburban,0,Web,0,0.0,0,1,-2.10361988146723e-11,1.752144596538431e-08,1.7500409766569637e-08,Lost Causes
